id_municipio,ano,funcao,despesa_total,elemento_34,elemento_36,elemento_39,terceirizacao_total
3128600,2019,Outros,172434638.18,275204.26,1108233.93,5062279.56,6445717.75
3152131,2019,Outros,76184034.69,0.0,904060.25,1951946.64,2856006.8899999997
3148509,2019,Outros,94154989.97000001,0.0,975253.06,3838488.05,4813741.109999999
3127354,2019,Outros,62209498.129999995,0.0,407071.69,1763585.42,2170657.11
3133709,2019,Outros,360190272.16,0.0,695958.64,21046897.28,21742855.92
3154457,2019,Outros,103323986.51999998,0.0,657569.86,3710148.18,4367718.04
3145802,2019,Outros,73455718.05000001,0.0,284740.73,1900303.03,2185043.76
3167608,2019,Outros,183296592.98000002,0.0,1974477.85,7088365.47,9062843.32
3142304,2019,Outros,81013399.18,0.0,1097665.85,2528276.53,3625942.38
3138807,2019,Outros,241909578.61999997,0.0,943410.34,7421099.2,8364509.54
3164605,2019,Outros,147752884.42000002,0.0,363077.6,4676306.99,5039384.59
3156106,2019,Outros,68242481.48999998,3000.0,80839.11,1991638.23,2075477.34
1200450,2019,Outros,206276719.39,0.0,709625.74,5330611.75,6040237.49
1304203,2019,Outros,807733344.1599998,0.0,1558153.76,31497494.05,33055647.810000002
1300680,2019,Outros,252085066.9,0.0,1622996.8,3574481.05,5197477.85
1301209,2019,Outros,1707621824.79,0.0,1971116.67,55275715.97,57246832.64
1300839,2019,Outros,190683540.21999994,0.0,845552.62,3782130.86,4627683.4799999995
1100338,2019,Outros,307629056.59000003,0.0,236628.78,9712165.56,9948794.34
